상호명,지점명,상권업종대분류명,상권업종중분류명,상권업종소분류명,시군구명,법정동명,경도,위도
제이플피아노스튜디오,,학문/교육,학원-음악미술무용,피아노/바이올린/기타,세종특별자치시,고운동,127.2351709,36.50552482
대구막창,,음식,유흥주점,호프/맥주,세종특별자치시,아름동,127.2492161,36.51228304
한마음정육식당도담점,,음식,한식,갈비/삼겹살,세종특별자치시,도담동,127.2554664,36.51129483
보재기순두부,,음식,일식/수산물,해물찜/탕전문,세종특별자치시,고운동,127.2337827,36.51611421
흑대패,,음식,한식,갈비/삼겹살,세종특별자치시,소담동,127.3007064,36.48493748
혜윰인테리어,,소매,가정/주방/인테리어,인테리어/욕실용품/커튼,세종특별자치시,나성동,127.2588677,36.48591963
형인테리어,,소매,가정/주방/인테리어,인테리어/욕실용품/커튼,세종특별자치시,종촌동,127.2530833,36.50486326
큰빛축산,,소매,음/식료품소매,육류소매,세종특별자치시,조치원읍,127.3012391,36.60193639
시나이케이크,,음식,제과제빵떡케익,제과점,세종특별자치시,새롬동,127.256197,36.48743509
네이처런스,,소매,건강/미용식품,건강식품판매,세종특별자치시,연기면,127.2940762,36.5317619
세종재벌공인중개사사무소,,부동산,부동산중개,부동산중개,세종특별자치시,나성동,127.2580941,36.49331385
중앙쌀상회,,소매,음/식료품소매,미곡상,세종특별자치시,부강면,127.3686098,36.52854783
족발야시장새롬점,,음식,한식,족발/보쌈전문,세종특별자치시,새롬동,127.251201,36.48701632
내가불고기다,,음식,한식,갈비/삼겹살,세종특별자치시,조치원읍,127.289726,36.60808665
코레일네트웍스조치원,,생활서비스,자동차/이륜차,주차장운영,세종특별자치시,조치원읍,127.2963292,36.60350264
마젤네일,,생활서비스,이/미용/건강,발/네일케어,세종특별자치시,종촌동,127.2497626,36.5042386
영원통신,,소매,사진/광학/정밀기기소매,핸드폰소매,세종특별자치시,도담동,127.2588028,36.5126494
세종짱구부동산,,부동산,부동산중개,부동산중개,세종특별자치시,나성동,127.2578501,36.48964436
양지부동산컨설팅,,부동산,부동산중개,부동산중개,세종특별자치시,연서면,127.2813507,36.59514019
가마솥손두부,,음식,한식,두부요리전문,세종특별자치시,조치원읍,127.2998504,36.601
바른기생활건강연구소,,관광/여가/오락,요가/단전/마사지,단전호흡,세종특별자치시,전의면,127.2110983,36.67505559
미술식탁키미,,학문/교육,학원-음악미술무용,서예/서화/미술,세종특별자치시,한솔동,127.2528692,36.48066415
학원,윤선생아트교실미술,학문/교육,학원-음악미술무용,서예/서화/미술,세종특별자치시,종촌동,127.2531786,36.504233
전통국수,,음식,분식,국수/만두/칼국수,세종특별자치시,장군면,127.2103419,36.49469265
역전슈퍼,,소매,종합소매점,수퍼마켓,세종특별자치시,연동면,127.3254526,36.55785346
명품인테리어,,소매,가정/주방/인테리어,인테리어/욕실용품/커튼,세종특별자치시,소담동,127.3040519,36.48523642
소정통신판매,,소매,기타판매업,통신판매,세종특별자치시,소정면,127.1571657,36.71982639
광명대창집,세종나성점,음식,한식,곱창/양구이전문,세종특별자치시,나성동,127.2576856,36.49050851
에듀아트미술학원새롬점,,학문/교육,학원-음악미술무용,서예/서화/미술,세종특별자치시,새롬동,127.251201,36.48701632
살로미분식,,음식,분식,라면김밥분식,세종특별자치시,조치원읍,127.2915973,36.61491991
아이리움뷰티,,생활서비스,이/미용/건강,비만/피부관리,세종특별자치시,고운동,127.2361867,36.52029325
영진이용원,,생활서비스,이/미용/건강,남성미용실,세종특별자치시,조치원읍,127.3003473,36.60414813
어라운드피아노스튜디오,,학문/교육,학원-음악미술무용,피아노/바이올린/기타,세종특별자치시,고운동,127.2361867,36.52029325
도안동감나무집,세종시점,음식,닭/오리요리,오리고기전문,세종특별자치시,금남면,127.2900575,36.47290634
경아네식당,,음식,한식,기타고기요리,세종특별자치시,연동면,127.328587,36.55322989
블랙야크세종타운점,,소매,운동/경기용품소매,운동/경기용품,세종특별자치시,연서면,127.290467,36.57354778
세종자동차운전학원,,학문/교육,학원-자격/국가고시,학원-자동차운전,세종특별자치시,전동면,127.2696655,36.65265595
무모한초밥,2호점,음식,일식/수산물,음식점-일식,세종특별자치시,새롬동,127.2458824,36.48649617
땅부자부동산,,부동산,부동산중개,부동산중개,세종특별자치시,연동면,127.3226328,36.5622354
키즈닥터학원,,소매,의복의류,아동복판매,세종특별자치시,한솔동,127.2545931,36.48010716
태양공인중개사사무소,,부동산,부동산중개,부동산중개,세종특별자치시,장군면,127.2061115,36.49799007
홍익대서점,,소매,책/서적/도서,서점,세종특별자치시,조치원읍,127.2880984,36.61976556
신황소꼼장어숯불구이,,음식,한식,한식/백반/한정식,세종특별자치시,부강면,127.3669885,36.5288096
수웨딩필름,,생활서비스,예식/의례/관혼상제,예식장/예식서비스,세종특별자치시,대평동,127.2764268,36.46874192
초원식당,,음식,한식,한식/백반/한정식,세종특별자치시,전의면,127.1978859,36.68041052
청풍부동산,,부동산,부동산중개,부동산중개,세종특별자치시,금남면,127.2803559,36.46133958
짱마사지,,관광/여가/오락,요가/단전/마사지,스포츠마사지,세종특별자치시,조치원읍,127.2979053,36.60102461
밝은아이들교동태권도,,학문/교육,학원-예능취미체육,태권도장,세종특별자치시,조치원읍,127.2977704,36.60481789
순선텔레콤,,소매,사진/광학/정밀기기소매,핸드폰소매,세종특별자치시,가람동,127.2509879,36.47089212
강남칠공사,,소매,페인트/유리제품소매,도료염료,세종특별자치시,조치원읍,127.2976459,36.60497937
배떡,세종점,음식,분식,떡볶이전문,세종특별자치시,다정동,127.2513923,36.49613787
풍년담긴항아리레스토랑,,음식,유흥주점,호프/맥주,세종특별자치시,조치원읍,127.2896199,36.60868082
황금이용원,,생활서비스,이/미용/건강,남성미용실,세종특별자치시,연기면,127.2777929,36.54513757
오별난멸치국수,세종점,음식,한식,한식/백반/한정식,세종특별자치시,어진동,127.2637945,36.49600776
태양부동산,,부동산,부동산중개,부동산중개,세종특별자치시,금남면,127.2642273,36.45377909
원동떡집,,음식,제과제빵떡케익,떡전문,세종특별자치시,조치원읍,127.2993773,36.60016811
삼성상회,,소매,가방/신발/액세서리,양품점,세종특별자치시,조치원읍,127.3035015,36.5989396
선경텔레콤,,소매,사진/광학/정밀기기소매,핸드폰소매,세종특별자치시,종촌동,127.2476344,36.50267511
GS25,세종어반점,소매,종합소매점,편의점,세종특별자치시,나성동,127.2610032,36.4878705
JJ실용음악학원,,학문/교육,학원기타,학원(종합),세종특별자치시,조치원읍,127.2974689,36.60354541
원호두과자,,음식,제과제빵떡케익,제과점,세종특별자치시,소정면,127.1688847,36.73242618
행복피아노,,학문/교육,학원-음악미술무용,피아노/바이올린/기타,세종특별자치시,보람동,127.2805707,36.4767338
명동세탁소,,생활서비스,세탁/가사서비스,세탁소/빨래방,세종특별자치시,조치원읍,127.2964987,36.59222053
가람석갈비,,음식,한식,갈비/삼겹살,세종특별자치시,나성동,127.2605003,36.48207253
연동부동산,,부동산,부동산중개,부동산중개,세종특별자치시,연동면,127.3254526,36.55785346
대지상사,,생활서비스,자동차/이륜차,자동차정비/카센타,세종특별자치시,전동면,127.2681171,36.6555483
모닝글로리,세종중앙점,소매,사무/문구/컴퓨터,사무/문구용품,세종특별자치시,한솔동,127.2551667,36.47964211
송가네돈오리,,음식,닭/오리요리,오리고기전문,세종특별자치시,조치원읍,127.2908404,36.60356924
별난맛집,,음식,한식,한식/백반/한정식,세종특별자치시,금남면,127.2811727,36.46471509
이씨엠디,,음식,기타음식업,구내식당/자급식음식점,세종특별자치시,나성동,127.2607493,36.48522835
헤라헤어,,생활서비스,이/미용/건강,여성미용실,세종특별자치시,조치원읍,127.2860597,36.61534648
스시레스토,,음식,일식/수산물,음식점-초밥전문,세종특별자치시,소담동,127.3011148,36.48544456
그린치킨호프,,음식,유흥주점,호프/맥주,세종특별자치시,부강면,127.3735653,36.52886235
신행정부동산컨설팅,,부동산,부동산중개,부동산중개,세종특별자치시,소정면,127.1567624,36.71883224
풍선사랑,,소매,종합소매점,생활용품판매,세종특별자치시,조치원읍,127.2850543,36.5934682
운주산한우가든,,음식,한식,기타고기요리,세종특별자치시,전동면,127.2170939,36.66963394
에스에이치,,소매,가정/주방/인테리어,조명기구/전기용품,세종특별자치시,다정동,127.2432394,36.49087739
예쁜창,,소매,가정/주방/인테리어,침구/수예품,세종특별자치시,조치원읍,127.3011034,36.60087217
챔피언태권도,,학문/교육,학원-예능취미체육,태권도장,세종특별자치시,고운동,127.2343833,36.50501508
천우공인중개사,,부동산,부동산중개,부동산중개,세종특별자치시,부강면,127.3673859,36.52800962
THE.BCOFFEE,,음식,커피점/카페,커피전문점/카페/다방,세종특별자치시,조치원읍,127.295451,36.59682852
디지털프라자,전의점,소매,가전제품소매,일반가전제품,세종특별자치시,전의면,127.2042952,36.67948924
또와유기사식당,,음식,한식,기사식당,세종특별자치시,조치원읍,127.2880737,36.62974173
디지털프라자조치원점,조치원점,소매,가전제품소매,일반가전제품,세종특별자치시,조치원읍,127.2973018,36.58746689
법인현우팜,,소매,음/식료품소매,육류소매,세종특별자치시,소정면,127.1472179,36.7053006
부부정육식당,,음식,한식,갈비/삼겹살,세종특별자치시,부강면,127.3688894,36.52849524
부부정육점,,소매,음/식료품소매,정육점,세종특별자치시,부강면,127.3688894,36.52849524
삼거리카공업사,,생활서비스,자동차/이륜차,자동차정비/카센타,세종특별자치시,부강면,127.3684126,36.53082687
동신축산,,소매,음/식료품소매,청과물소매,세종특별자치시,부강면,127.383016,36.5087242
지코바치킨,한솔1호점,음식,닭/오리요리,후라이드/양념치킨,세종특별자치시,나성동,127.2613679,36.48237531
지코바양념치킨,종촌점,음식,닭/오리요리,후라이드/양념치킨,세종특별자치시,종촌동,127.2532015,36.50185393
제주도화,,음식,커피점/카페,커피전문점/카페/다방,세종특별자치시,연서면,127.2277022,36.59762541
황제공인중개사사무소,,부동산,부동산중개,부동산중개,세종특별자치시,장군면,127.2197568,36.49971129
홍자매공인중개사사무소,,부동산,부동산중개,부동산중개,세종특별자치시,소담동,127.2960514,36.48506332
산모퉁이,,음식,닭/오리요리,오리고기전문,세종특별자치시,연서면,127.2591362,36.60524187
세종시으뜸공인중개사사무소,,부동산,부동산중개,부동산중개,세종특별자치시,나성동,127.2570773,36.48991893
마음,,학문/교육,학원기타,학원-말더듬,세종특별자치시,새롬동,127.251201,36.48701632
스카이,,숙박,모텔/여관/여인숙,모텔/여관/여인숙,세종특별자치시,전동면,127.2784879,36.64450881
한솥식당,,음식,패스트푸드,도시락전문점,세종특별자치시,연서면,127.292893,36.57829354
금나라호프,,음식,유흥주점,호프/맥주,세종특별자치시,금남면,127.2803695,36.46349359
CU고대한마음점,고대한마음점,소매,종합소매점,편의점,세종특별자치시,조치원읍,127.2905456,36.60769501
탑고시원독서실,,학문/교육,도서관/독서실,고시원,세종특별자치시,조치원읍,127.2971956,36.6053372
미곡일구산림계,,소매,음/식료품소매,청과물소매,세종특별자치시,전동면,127.2205101,36.66478991
